Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Bwd Act Data Pkts,Fwd Seg Size Min,Bwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Fwd TCP Retrans. Count,Bwd TCP Retrans. Count,Total TCP Retrans. Count,Total Connection Flow Time,Label
192.168.21.225-192.168.21.70-37846-80-6,192.168.21.225,37846,192.168.21.70,80,6,2024-06-22 19:11:44.863355,12218,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,46161.40121132755,818.464560484531,1357.5555555555557,2762.3723097688658,8527.0,39.0,12218.0,2443.6,3475.074790562068,8527.0,204.0,12019.0,4006.333333333333,4081.502337783642,8717.0,1525.0,1,1,0,0,0,0,200,136,491.0787362907186,327.3858241938124,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,12218,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41424-80-6,192.168.21.225,41424,192.168.21.70,80,6,2024-06-25 09:14:03.472766,119873110,943,709,31548.0,42195.0,66.0,0.0,33.45493107104983,33.014373672248105,87.0,0.0,59.513399153737744,40.47383758983875,615.1754968232659,13.781239178661504,72606.36583888563,96183.84719710988,256898.0,13.0,119873110.0,127253.83227176208,100133.8693686668,256912.0,507.0,119827432.0,169247.7853107344,106758.81648370082,297876.0,580.0,478,485,0,0,0,0,30260,22688,7.8666516619115,5.914587516750004,0.0,87.0,44.638619854721554,38.61116524005969,1490.8220811951935,0,0,0,963,1652,0,0,0,0.7518557794273595,44.63861985472155,33.45493107104984,59.51339915373766,264.0,4.0,349.67813716919653,360.4285714285714,4.142857142857143,10757.54797832288,0.0,0.0,0.0,0.0,501,506,478,485,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,7,7,840308218,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-60870-80-6,192.168.21.225,60870,192.168.21.70,80,6,2024-06-22 18:56:17.106052,5622,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,100320.17075773746,1778.7264318747775,624.6666666666666,906.6393990997744,2551.0,41.0,5622.0,1124.4,1063.6998166776189,2694.0,140.0,5494.0,1831.3333333333333,666.2584583578158,2551.0,1236.0,1,1,0,0,0,0,200,136,1067.2358591248665,711.490572749911,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,5622,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41166-80-6,192.168.21.225,41166,192.168.21.70,80,6,2024-06-25 09:16:03.307680,119848334,950,723,31548.0,41505.0,66.0,0.0,33.20842105263156,33.01672362001094,87.0,0.0,57.40663900414938,41.23754656525167,609.5453942647213,13.9593096054218,71679.62559808622,94351.14473143106,255910.0,15.0,119807402.0,126245.94520547932,98190.91455054982,255910.0,550.0,119848312.0,165994.89196675926,106783.29180076811,298943.0,472.0,478,478,0,0,0,0,30400,23136,7.926685071817519,6.03262453360428,0.0,87.0,43.66586969515847,38.68884448127663,1496.8266872964086,0,0,0,956,1673,0,0,0,0.7610526315789473,43.6658696951584,33.20842105263158,57.406639004149376,264.0,4.0,350.3268390168555,348.0,4.0,38423.31897979463,0.0,0.0,0.0,0.0,500,506,478,478,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,960235085,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41316-80-6,192.168.21.225,41316,192.168.21.70,80,6,2024-06-25 10:46:07.169316,119813048,955,767,31548.0,41940.0,66.0,0.0,33.03455497382201,33.01727296637513,87.0,0.0,54.680573663624536,42.05849992401618,613.3555670831445,14.372391227372832,69618.27309703671,98296.5135946941,263816.0,14.0,119813048.0,125590.1970649895,107657.15688764058,263834.0,487.0,119812959.0,156413.78459530024,107474.95306560592,299032.0,255.0,478,483,0,0,0,0,30584,24544,7.970751232369951,6.401639995002882,0.0,87.0,42.67595818815325,38.82566694986295,1507.43241410168,0,0,0,961,1722,0,0,0,0.8031413612565445,42.67595818815331,33.03455497382199,54.680573663624514,297.0,4.5,338.0193205925468,406.0,4.666666666666667,11848.018521040449,0.0,0.0,0.0,0.0,328,506,478,483,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,2,2,6363995279,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-48966-80-6,192.168.21.128,48966,192.168.21.70,80,6,2023-04-28 14:50:20.493897,119994984,21,26,409.0,5866.0,70.0,0.0,19.47619047619048,27.7967966636788,574.0,0.0,225.6153846153846,281.3025526969959,52.293852549703246,0.3916830390176976,2608586.6086956523,6053933.990524576,27136232.0,819.0,119992004.0,5999600.200000001,9305914.758518135,33967853.0,2908.0,119990502.0,4799620.079999999,7605301.575050787,27136232.0,10820.0,11,16,0,0,0,0,672,832,0.1750073153057798,0.2166757237119178,0.0,574.0,133.51063829787233,232.53694165055245,54073.42923219243,0,0,0,27,47,0,10,0,1.238095238095238,133.51063829787233,19.476190476190474,225.6153846153846,0.0,0.0,0.0,2870.0,5.0,1598.6533434414273,1.9090909090909087,37.18181818181818,2.363636363636364,533.2727272727273,1304,501,11,16,32,0,1378938.125,2595168.083801864,7131024.0,15785.0,13620062.375,8041482.80319258,27136232.0,5996815.0,-1,-1,0,5,5,13013710969,cyberattack_ocpp16_fdi_chargingprofile
172.30.0.112-239.255.255.250-57010-1900-17,172.30.0.112,57010,239.255.255.250,1900,17,2023-04-27 14:14:03.071520,622846,3,0,375.0,0.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,602.0749912498435,4.816599929998747,311423.0,19779.190883350107,325409.0,297437.0,622846.0,311423.0,19779.190883350107,325409.0,297437.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,24,0,4.816599929998747,0.0,125.0,125.0,125.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,622846,normal
192.168.21.225-192.168.21.70-41032-80-6,192.168.21.225,41032,192.168.21.70,80,6,2024-06-25 11:04:07.679756,119919872,958,735,31548.0,41760.0,66.0,0.0,32.93110647181629,33.01716492609076,87.0,0.0,56.816326530612194,41.43985833013721,611.3081908559742,14.117760232432536,70874.62884160751,99656.84788174945,253104.0,14.0,119919707.0,125307.94879832798,106377.66529969292,253104.0,577.0,119919795.0,163378.46730245228,107868.16068134224,297611.0,162.0,478,480,0,0,0,0,30656,23520,7.9886676330008095,6.129092599431727,0.0,87.0,43.30064973419965,38.75274694210313,1501.7753955586836,0,0,0,958,1693,0,0,0,0.767223382045929,43.300649734199645,32.931106471816285,56.81632653061224,396.0,6.0,315.39158732762974,522.0,6.0,13045.760127958414,0.0,0.0,0.0,0.0,0,506,478,480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,7444746457,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-43848-80-6,192.168.21.128,43848,192.168.21.70,80,6,2023-04-27 01:52:06.226430,102936075,23,24,514.0,3570.0,70.0,0.0,22.34782608695652,30.53107015909021,574.0,0.0,148.75000000000006,251.32661064318532,39.67510904218953,0.4565940560682928,2237740.7608695654,5463664.366628732,20741068.0,300.0,102892390.0,4676926.818181818,7219007.692370123,20777993.0,10289.0,102936075.0,4475481.521739132,7132680.600256533,20741068.0,6702.0,12,12,0,0,0,0,736,768,0.2234396444589518,0.233154411609341,0.0,574.0,86.89361702127658,190.0202774125359,36107.70582793711,0,0,0,24,47,0,0,0,1.0434782608695652,86.8936170212766,22.347826086956523,148.75,0.0,0.0,0.0,0.0,0.0,0.0,2.555555555555556,57.11111111111112,2.6666666666666665,396.6666666666667,0,501,12,12,0,32,526433.2857142857,776603.5048759255,1768066.0,24885.0,14143468.0,5301762.683036557,20741068.0,7678192.0,-1,-1,0,0,0,10122731690,normal
192.168.21.128-192.168.21.70-50540-80-6,192.168.21.128,50540,192.168.21.70,80,6,2023-04-28 15:54:43.396439,114526757,20,20,372.0,2420.0,70.0,0.0,18.6,28.225408486158823,574.0,0.0,121.0,233.03805878462268,24.378582552547087,0.3492633603516774,2936583.512820513,5731039.941181838,18429448.0,983.0,114526757.0,6027724.052631578,7054912.800141154,18430504.0,9319.0,114522450.0,6027497.368421052,7052393.800608803,18441146.0,4187.0,10,10,0,0,0,0,640,640,0.1746316801758387,0.1746316801758387,0.0,574.0,69.8,171.85432113365,29533.907692307697,0,0,0,20,40,0,4,0,1.0,69.8,18.6,121.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,41.333333333333336,2.2222222222222223,268.8888888888889,892,503,10,10,32,0,54401.11111111111,31430.413656379245,112060.0,9319.0,12667427.222222222,4186635.4152166974,18429448.0,5445092.0,-1,-1,0,0,0,2100005853,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41166-80-6,192.168.21.225,41166,192.168.21.70,80,6,2024-06-25 11:30:07.864082,119852989,943,790,31548.0,42027.0,66.0,0.0,33.45493107104982,33.0143736722481,87.0,0.0,53.19873417721522,42.42461141431333,613.8770556652534,14.45938073350845,69199.18533487311,89348.5160462046,253027.0,13.0,119852989.0,127232.4723991508,94907.62254092474,253027.0,594.0,119810621.0,151851.23067173644,106742.79031801474,299275.0,444.0,478,484,0,0,0,0,30236,25280,7.867972320656935,6.591408412851514,0.0,87.0,42.4552798615119,38.851762633033424,1509.4594596935722,0,0,0,962,1733,0,0,0,0.8377518557794273,42.45527986151183,33.45493107104984,53.19873417721519,264.0,4.0,349.5253604480279,377.0,4.333333333333333,11172.025485257074,0.0,0.0,0.0,0.0,250,506,478,484,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,5,5,9004796142,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41226-80-6,192.168.21.225,41226,192.168.21.70,80,6,2024-06-25 10:40:06.504964,119840728,957,753,31548.0,41673.0,66.0,0.0,32.96551724137932,33.01723687764442,87.0,0.0,55.34262948207179,41.884745636243245,610.9859412736545,14.268938686687552,70123.30485664122,95368.62891780342,259476.0,14.0,119840728.0,125356.41004184092,101369.2776005214,259476.0,495.0,119840627.0,159362.53590425506,105289.84847479,298407.0,486.0,478,479,0,0,0,0,30624,24096,7.985599019391805,6.283339667295746,0.0,87.0,42.81929824561397,38.79736229111133,1505.2353207477474,0,0,0,957,1710,0,0,0,0.786833855799373,42.81929824561404,32.96551724137931,55.34262948207172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,506,478,479,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,6003399906,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.86.230-239.255.255.250-46419-1900-17,192.168.86.230,46419,239.255.255.250,1900,17,2023-04-27 03:38:23.792443,27802,8,0,2526.0,0.0,353.0,279.0,315.74999999999994,34.84967718645326,0.0,0.0,0.0,0.0,90856.7728940364,287.7490827997986,3971.714285714286,188.42745225127032,4301.0,3739.0,27802.0,3971.714285714286,188.42745225127032,4301.0,3739.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,64,0,287.7490827997986,0.0,279.0,353.0,315.74999999999994,34.84967718645326,1214.5000000000011,0,0,0,0,0,0,0,0,0.0,315.75,315.75,0.0,2526.0,8.0,90856.7728940364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,27802,normal
192.168.21.1-255.255.255.255-67-68-17,192.168.21.1,67,255.255.255.255,68,17,2023-04-27 13:53:26.695634,0,1,0,300.0,0.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,0.0,0.0,300.0,300.0,300.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,normal
192.168.21.225-192.168.21.70-41104-80-6,192.168.21.225,41104,192.168.21.70,80,6,2024-06-25 09:16:03.593703,119829581,950,773,31548.0,41766.0,66.0,0.0,33.208421052631564,33.01672362001094,87.0,0.0,54.03104786545924,42.22587999695371,611.8188796804689,14.378753439853886,69587.4454123113,90272.10395610622,259168.0,14.0,119829581.0,126269.31612223393,96153.21195669874,259168.0,343.0,119827781.0,155217.33290155442,107001.96219240056,298301.0,136.0,478,481,0,0,0,0,30436,24736,7.92792557623981,6.450827863614077,0.0,87.0,42.55020313406845,38.82566538195158,1507.4322923512734,0,0,0,959,1723,0,0,0,0.8136842105263158,42.55020313406848,33.20842105263158,54.03104786545925,0.0,0.0,0.0,348.0,4.0,7737.029914292384,0.0,0.0,0.0,0.0,494,506,478,481,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,3,3,960530107,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-42252-80-6,192.168.21.128,42252,192.168.21.70,80,6,2023-04-26 16:43:34.126715,104414769,24,24,514.0,3570.0,70.0,0.0,21.41666666666666,30.20641548134905,574.0,0.0,148.75000000000006,251.3266106431854,39.11324077152342,0.4597050825252508,2221590.8297872334,5322646.692621253,21180447.0,290.0,104369008.0,4537782.956521739,6953274.145005192,21182895.0,8326.0,104414769.0,4539772.565217392,6953657.006359243,21224742.0,6213.0,12,12,0,0,0,0,768,768,0.2298525412626254,0.2298525412626254,0.0,574.0,85.08333333333334,188.4058355392641,35496.75886524823,0,0,0,24,48,0,0,0,1.0,85.08333333333333,21.416666666666668,148.75,0.0,0.0,0.0,0.0,0.0,0.0,2.4,51.4,2.4,357.0,0,501,12,12,0,32,791388.25,1351178.1413500642,3683029.0,8326.0,12247570.375,6746105.934246404,21180447.0,5642960.0,-1,-1,0,0,0,6132514103,normal
192.168.21.225-192.168.21.70-41074-80-6,192.168.21.225,41074,192.168.21.70,80,6,2024-06-25 10:04:05.406661,119853329,941,776,31548.0,42021.0,66.0,0.0,33.526036131774646,33.0133533929796,87.0,0.0,54.150773195876354,42.20315474427403,613.8252530307273,14.325843214584385,69844.59731934742,90092.40010474616,259886.0,14.0,119810439.0,127457.91382978724,94518.34023512578,259886.0,499.0,119853298.0,154649.4167741935,106544.98166951162,299128.0,388.0,478,483,0,0,0,0,30184,24832,7.851262938220097,6.474580276364288,0.0,87.0,42.847408270238695,38.81816150422462,1506.8496625680664,0,0,0,961,1717,0,0,0,0.824654622741764,42.84740827023879,33.52603613177471,54.15077319587629,330.0,5.0,327.2293491011605,400.2,4.6,7966.715770195485,0.0,0.0,0.0,0.0,406,506,478,483,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,6,6,3842398356,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41690-80-6,192.168.21.225,41690,192.168.21.70,80,6,2024-06-25 11:38:08.012186,119831407,948,758,31548.0,41934.0,66.0,0.0,33.2784810126583,33.01624317870419,87.0,0.0,55.32189973614781,41.89042535487859,613.2115264239533,14.23666835523345,70282.35014662758,91068.16687460127,279820.0,13.0,119831407.0,126537.9165786695,96020.98116918972,279820.0,551.0,119783332.0,158234.25627476876,105836.93801886642,298712.0,436.0,478,482,0,0,0,0,30384,24256,7.911114654608036,6.325553700625413,0.0,87.0,43.0726846424384,38.7892946133438,1504.609376600782,0,0,0,960,1706,0,0,0,0.79957805907173,43.07268464243845,33.278481012658226,55.32189973614776,0.0,0.0,0.0,348.0,4.0,7135.607295543321,0.0,0.0,0.0,0.0,188,506,478,482,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,4,4,9484738019,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-37290-80-6,192.168.21.128,37290,192.168.21.70,80,6,2023-05-10 00:53:12.734330,119997212,64,60,5598.0,1124.0,287.0,0.0,87.46875000000001,111.1910937323526,112.0,0.0,18.73333333333333,31.10717758291712,56.017968150793365,1.0333573416689048,975587.0894308948,3556253.749548266,21111787.0,598.0,119997212.0,1904717.650793651,4807006.290732636,21111787.0,10063.0,102673807.0,1740234.016949152,4526724.411359733,21159607.0,598.0,33,32,0,0,0,0,2048,1920,0.5333457247323379,0.5000116169365668,0.0,287.0,54.20967741935485,89.36535715845204,7986.1670600576945,0,0,0,65,124,0,4,0,0.9375,54.20967741935484,87.46875,18.73333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.923076923076923,430.61538461538464,4.615384615384615,86.46153846153847,237,501,33,32,32,0,2275519.5,1237983.4919720974,4666021.0,388795.0,12724132.0,6818704.049876844,21111787.0,6076961.0,-1,-1,0,0,0,1350197338,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41690-80-6,192.168.21.225,41690,192.168.21.70,80,6,2024-06-25 11:30:07.903165,119796018,957,777,31548.0,41592.0,66.0,0.0,32.965517241379295,33.01723687764442,87.0,0.0,53.52895752895756,42.34799375802088,610.537822717947,14.474604656725734,69126.38084246962,96261.19822008834,265306.0,12.0,119796018.0,125309.64225941407,105182.12127060351,265306.0,189.0,119795090.0,154375.11597938123,105193.4346687986,301364.0,99.0,478,479,0,0,0,0,30624,24864,7.988579386670431,6.486025270055303,0.0,87.0,42.17993079584774,38.846212103651744,1509.0281948018994,0,0,0,957,1734,0,0,0,0.8119122257053292,42.17993079584775,32.96551724137931,53.52895752895753,264.0,4.0,350.82730127427385,348.0,4.0,25303.57013015342,0.0,0.0,0.0,0.0,201,506,478,479,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,9004593609,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.128-0-0-1,192.168.21.225,0,192.168.21.128,0,1,2023-05-10 17:09:34.259177,101993904,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2156991657070014,4856852.571428572,8072217.812950816,23653710.0,135431.0,101993904.0,4856852.571428572,8072217.812950816,23653710.0,135431.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.2156991657070014,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0,0,0,0,0,0,1731014.6666666667,212260.3663648335,1942694.0,1518178.0,14862594.833333332,9420590.129060311,23653710.0,6215565.0,1,5,0,0,0,0,normal
192.168.21.128-192.168.21.70-60208-80-6,192.168.21.128,60208,192.168.21.70,80,6,2023-04-28 09:13:02.878622,119955071,22,22,384.0,2428.0,70.0,0.0,17.454545454545453,27.247939673491214,574.0,0.0,110.36363636363636,224.34614952165947,23.44211025476364,0.366804001141394,2789652.813953488,6266056.820468242,26149023.0,795.0,119955071.0,5712146.238095239,8067558.312611331,26149818.0,2503.0,103796557.0,4942693.19047619,7783427.034973705,26154260.0,2111.0,11,11,0,0,0,0,704,704,0.183402000570697,0.183402000570697,0.0,574.0,63.90909090909092,164.77607330567767,27151.154334038063,0,0,0,22,44,0,4,0,1.0,63.90909090909091,17.454545454545453,110.36363636363636,0.0,0.0,0.0,0.0,0.0,0.0,2.4444444444444446,42.66666666666666,2.4444444444444446,269.77777777777777,1304,501,11,11,32,0,747939.8571428573,1425838.8449560057,3850476.0,16744.0,14335514.25,6812990.724686977,26149023.0,6555565.0,-1,-1,0,0,0,7243867925,cyberattack_ocpp16_fdi_chargingprofile
0.0.0.0-255.255.255.255-68-67-17,0.0.0.0,68,255.255.255.255,67,17,2023-04-28 20:46:42.720743,115466799,6,0,3288.0,0.0,548.0,548.0,548.0,0.0,0.0,0.0,0.0,0.0,28.475717942090004,0.0519629889454197,23093359.8,31803598.006012224,73610360.0,2016528.0,115466799.0,23093359.8,31803598.006012224,73610360.0,2016528.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,48,0,0.0519629889454197,0.0,548.0,548.0,548.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,548.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,657.6,0.0,0.0,0,0,6,0,8,0,2017867.5,1894.3390667987608,2019207.0,2016528.0,54705474.5,26735545.469210472,73610360.0,35800589.0,-1,-1,0,0,0,249422073,normal
192.168.21.225-192.168.21.70-41638-80-6,192.168.21.225,41638,192.168.21.70,80,6,2024-06-25 09:44:04.414292,119993762,956,774,31614.0,41499.0,66.0,0.0,33.069037656903795,33.01720071337471,87.0,0.0,53.61627906976752,42.33469541420313,609.306673791926,14.417416132015262,69400.67206477719,96727.49684532535,252827.0,11.0,119993745.0,125647.90052356028,105236.9696455268,252827.0,54.0,119993737.0,155231.22509702464,105430.01894602703,297686.0,552.0,479,477,0,0,0,0,30592,24768,7.967080822084735,6.450335309930527,0.0,87.0,42.26184971098265,38.83084865734879,1507.834807449926,0,0,0,956,1730,0,0,0,0.8096234309623431,42.26184971098266,33.06903765690377,53.61627906976744,264.0,4.0,350.6586139155683,348.0,4.0,53778.395920259616,0.0,0.0,0.0,0.0,410,506,479,477,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,2641311384,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-41002-80-6,192.168.21.225,41002,192.168.21.70,80,6,2024-06-25 09:46:04.682661,119787710,955,783,31548.0,41592.0,66.0,0.0,33.03455497382197,33.017272966375145,87.0,0.0,53.11877394636016,42.44301059499661,610.5801671974529,14.50900096512405,68962.41220495122,96791.51798395136,253400.0,0.0,119787710.0,125563.63731656184,107039.61422249636,253400.0,0.0,119787584.0,153181.05370843987,107556.18636071388,297805.0,431.0,478,479,0,0,0,0,30560,25056,7.972437239179211,6.53656372594484,0.0,87.0,42.082853855005695,38.85409630502829,1509.6407996804137,0,0,0,957,1738,0,0,0,0.8198952879581152,42.08285385500575,33.03455497382199,53.11877394636015,264.0,4.0,350.750626269229,348.0,4.0,4728.8069953731065,0.0,0.0,0.0,0.0,407,506,478,479,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,2761638791,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-42652-80-6,192.168.21.225,42652,192.168.21.70,80,6,2024-06-22 19:02:21.813007,9870,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,57142.85714285714,1013.1712259371834,1096.6666666666667,1698.1632724800052,4202.0,21.0,9870.0,1974.0,1918.845616510093,4202.0,93.0,9720.0,3240.0,1432.8227385130374,4341.0,1620.0,1,1,0,0,0,0,200,136,607.90273556231,405.26849037487335,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,9870,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-36192-80-6,192.168.21.128,36192,192.168.21.70,80,6,2023-05-10 09:55:17.242912,102398105,62,64,5592.0,1124.0,287.0,0.0,90.19354838709678,111.9242774920641,112.0,0.0,17.562499999999996,30.448434161006418,65.58715124659777,1.2304915213030554,819184.84,3507600.4852850395,22447911.0,687.0,102394666.0,1678601.0819672134,4896537.057506846,22449117.0,12112.0,102353033.0,1624651.3174603174,4835592.573321248,22493198.0,2579.0,32,32,0,0,0,0,1984,2048,0.6054799549269002,0.6250115663761551,0.0,287.0,53.30158730158728,88.93532660006548,7909.492317460314,0,0,0,64,126,0,4,0,1.032258064516129,53.3015873015873,90.19354838709675,17.5625,0.0,0.0,0.0,0.0,0.0,0.0,5.166666666666667,466.0,5.333333333333333,93.66666666666669,0,501,32,32,0,32,5174350.75,4323291.0184736485,8781537.0,87263.0,18257423.75,8175263.705679484,22447911.0,5995980.0,-1,-1,0,0,0,726750993,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41724-80-6,192.168.21.225,41724,192.168.21.70,80,6,2024-06-25 09:34:04.036184,119779346,956,749,31548.0,41586.0,66.0,0.0,33.0,33.01727296637513,87.0,0.0,55.522029372496704,41.83368660438107,610.5727109246363,14.234507508498169,70293.04342723016,98624.8221939691,259313.0,14.0,119779346.0,125423.39895287956,107491.01120590552,259313.0,581.0,119735372.0,160074.0267379681,107438.5669898226,301794.0,458.0,478,478,0,0,0,0,30592,23968,7.981342626465834,6.2531648820323325,0.0,87.0,42.893841642228686,38.78397938740676,1504.1970571227926,0,0,0,956,1705,0,0,0,0.7834728033472803,42.893841642228736,33.0,55.52202937249666,264.0,4.0,351.0591614473212,348.0,4.0,25808.36547018689,0.0,0.0,0.0,0.0,461,506,478,478,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,2040700335,cyberattack_ocpp16_dos_flooding_heartbeat
